,name,applied,year,household_income,number_adults,number_children,additional_expenses,employment,divorce,medical,education,immigration,housing,total_circumstances,single,family,family_base_income,circumstance_cost_text,circumstance_cost,single_cost_text,single_cost,extra_cost,family_need_income,disposable_income,disposable_unit_text,disposable_unit,family_disposable_unit,percent_eligible,combination
142,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-24117.33,mid,6500.0,9750.0,90,11
143,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-24117.33,mid,6500.0,9750.0,90,11
144,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-22117.33,mid,6500.0,9750.0,90,11
145,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-63771.67,mid,6500.0,16250.0,90,11
146,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,whole,0.0,2000.0,94084.0,-24084.0,mid,6500.0,13000.0,90,11
147,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-31755.33,mid,6500.0,16250.0,90,11
148,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-19117.33,mid,6500.0,9750.0,90,11
149,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-58771.67,mid,6500.0,16250.0,90,11
150,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-26755.33,mid,6500.0,16250.0,90,11
151,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-12117.33,mid,6500.0,9750.0,90,11
152,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,mid,6500.0,16250.0,90,11
153,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,mid,6500.0,16250.0,90,11
154,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,-12084.0,mid,6500.0,13000.0,90,11
155,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,-79983.33,mid,6500.0,26000.0,90,11
156,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-21755.33,mid,6500.0,16250.0,90,11
157,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-7117.33,mid,6500.0,9750.0,90,11
158,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,mid,2000.0,whole,0.0,2000.0,94084.0,-9084.0,mid,6500.0,13000.0,90,11
159,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-41033.67,mid,6500.0,19500.0,90,11
160,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,mid,2000.0,whole,0.0,4000.0,163983.33,-78983.33,mid,6500.0,26000.0,90,11
161,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,mid,2000.0,whole,0.0,2000.0,151047.67,-66047.67,mid,6500.0,29250.0,90,11
162,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,mid,2000.0,whole,7704.666666666671,11704.67,96117.33,-6117.33,mid,6500.0,9750.0,90,11
163,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-2117.33,mid,6500.0,9750.0,90,11
164,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,mid,2000.0,whole,23114.00000000001,23114.0,175426.0,-85426.0,mid,6500.0,22750.0,90,11
165,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,-2084.0,mid,6500.0,13000.0,90,11
166,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-36033.67,mid,6500.0,19500.0,90,11
167,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,whole,0.0,2000.0,161983.33,-71983.33,mid,6500.0,26000.0,90,11
168,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,whole,0.0,0.0,99755.33,-9755.33,mid,6500.0,16250.0,90,11
169,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,whole,0.0,0.0,141376.33,-51376.33,mid,6500.0,26000.0,90,11
170,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,7882.67,mid,6500.0,9750.0,80,11
171,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,whole,0.0,0.0,167654.67,-67654.67,mid,6500.0,29250.0,90,11
172,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,11
173,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,mid,2000.0,whole,7704.666666666671,13704.67,98117.33,11882.67,mid,6500.0,9750.0,70,11
174,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,11
175,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,17916.0,mid,6500.0,13000.0,70,11
176,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-16033.67,mid,6500.0,19500.0,90,11
177,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,whole,0.0,0.0,133705.0,-23705.0,mid,6500.0,22750.0,90,11
178,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-13771.67,mid,6500.0,16250.0,90,11
179,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,whole,0.0,0.0,193933.0,-73933.0,mid,6500.0,32500.0,90,11
180,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,mid,2000.0,whole,0.0,2000.0,195933.0,-75933.0,mid,6500.0,32500.0,90,11
181,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,37882.67,mid,6500.0,9750.0,0,11
182,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,mid,2000.0,whole,0.0,4000.0,130033.67,-33.67,mid,6500.0,19500.0,90,11
183,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,47882.67,mid,6500.0,9750.0,0,11
184,eeee,yes,2022,140000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,6228.33,mid,6500.0,16250.0,80,11
185,ffff,yes,2022,140000,2,3,medical,0,0,1,0,0,0,1,0,0,159983.33,mid,2000.0,whole,0.0,2000.0,161983.33,-21983.33,mid,6500.0,26000.0,90,11
186,gggg,yes,2022,150000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,57882.67,mid,6500.0,9750.0,0,11
187,hhhh,yes,2022,150000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,57916.0,mid,6500.0,13000.0,0,11
188,iiii,yes,2022,150000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,-9983.33,mid,6500.0,26000.0,90,11
189,kkkk,yes,2022,160000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,26228.33,mid,6500.0,16250.0,50,11
190,llll,yes,2022,160000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,16.67,mid,6500.0,26000.0,80,11
191,mmmm,yes,2022,160000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,whole,0.0,0.0,193933.0,-33933.0,mid,6500.0,32500.0,90,11
192,jjjj,yes,2022,160000,3,1,"immigration, housing, divorce",0,0,0,0,1,1,2,0,0,99755.33,mid,2000.0,whole,0.0,4000.0,103755.33,56244.67,mid,6500.0,16250.0,0,11
193,nnnn,yes,2022,170000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,77882.67,mid,6500.0,9750.0,0,11
194,pppp,yes,2022,170000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,43966.33,mid,6500.0,19500.0,0,11
195,qqqq,yes,2022,170000,2,3,education,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,whole,0.0,2000.0,161983.33,8016.67,mid,6500.0,26000.0,80,11
196,oooo,yes,2022,170000,3,5,none,0,0,0,0,0,0,0,0,0,235554.0,mid,2000.0,whole,0.0,0.0,235554.0,-65554.0,mid,6500.0,42250.0,90,11
197,tttt,yes,2022,180000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,87882.67,mid,6500.0,9750.0,0,11
198,ssss,yes,2022,180000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,53966.33,mid,6500.0,19500.0,0,11
199,rrrr,yes,2022,180000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,mid,2000.0,whole,0.0,0.0,201604.33,-21604.33,mid,6500.0,35750.0,90,11
200,uuuu,yes,2022,190000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,63966.33,mid,6500.0,19500.0,0,11
201,vvvv,yes,2022,190000,2,4,"education, medical, housing",0,0,1,1,0,1,3,0,0,193933.0,mid,2000.0,whole,0.0,6000.0,199933.0,-9933.0,mid,6500.0,32500.0,90,11
202,wwww,yes,2022,200000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,107916.0,mid,6500.0,13000.0,0,11
203,xxxx,yes,2022,200000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,whole,0.0,0.0,133705.0,66295.0,mid,6500.0,22750.0,0,11
204,yyyy,yes,2022,220000,2,4,we have two children in college,0,0,0,1,0,0,1,0,0,193933.0,mid,2000.0,whole,0.0,2000.0,195933.0,24067.0,mid,6500.0,32500.0,80,11
205,zzzz,yes,2022,220000,4,3,none,0,0,0,0,0,0,0,0,0,175326.0,mid,2000.0,whole,0.0,0.0,175326.0,44674.0,mid,6500.0,32500.0,70,11
206,a,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,10
207,b,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,10
208,d,yes,2022,0,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-126033.67,low,5000.0,15000.0,90,10
209,c,yes,2022,0,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,whole,0.0,0.0,133705.0,-133705.0,low,5000.0,17500.0,90,10
210,e,yes,2022,10000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-123771.67,low,5000.0,12500.0,90,10
211,f,yes,2022,15500,1,1,I have an injury that is keeping me from work,0,0,1,0,0,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-78617.33,low,5000.0,7500.0,90,10
212,g,yes,2022,26800,1,1,our housing costs have gone up substantially,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-67317.33,low,5000.0,7500.0,90,10
213,h,yes,2022,27000,12,3,none,0,0,0,0,0,0,0,0,0,236696.67,mid,2000.0,whole,0.0,0.0,236696.67,-209696.67,low,5000.0,45000.0,90,10
214,i,yes,2022,30000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-96033.67,low,5000.0,15000.0,90,10
215,j,yes,2022,30000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,whole,0.0,0.0,99755.33,-69755.33,low,5000.0,12500.0,90,10
216,k,yes,2022,35000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-57117.33,low,5000.0,7500.0,90,10
217,l,yes,2022,35000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-98771.67,low,5000.0,12500.0,90,10
218,m,yes,2022,40000,1,1,"I was unemployed for the first half of the year, we care for a family member out of state",1,0,0,0,0,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-54117.33,low,5000.0,7500.0,90,10
219,n,yes,2022,40000,1,1,"single parent, no child support",0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-54117.33,low,5000.0,7500.0,90,10
220,o,yes,2022,40000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,-52084.0,low,5000.0,10000.0,90,10
221,p,yes,2022,41000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-85033.67,low,5000.0,15000.0,90,10
222,r,yes,2022,45000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,10
223,u,yes,2022,45000,1,1,sole provider for elderly mother as well as my child,0,0,0,0,0,0,0,1,2,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,10
224,v,yes,2022,45000,1,2,we are paying for both the kids sports this summer,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-88771.67,low,5000.0,12500.0,90,10
225,q,yes,2022,45000,2,3,we recently moved while our home is being repaired,0,0,0,0,0,1,1,0,0,159983.33,mid,2000.0,whole,0.0,2000.0,161983.33,-116983.33,low,5000.0,20000.0,90,10
226,s,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,10
227,x,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,10
228,t,yes,2022,45000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,whole,0.0,0.0,141376.33,-96376.33,low,5000.0,20000.0,90,10
229,y,yes,2022,50000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-42117.33,low,5000.0,7500.0,90,10
230,bb,yes,2022,50000,1,2,"recently divorced, not sure what child support will look like",0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-83771.67,low,5000.0,12500.0,90,10
231,z,yes,2022,50000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-76033.67,low,5000.0,15000.0,90,10
232,aa,yes,2022,50000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,mid,2000.0,whole,0.0,0.0,201604.33,-151604.33,low,5000.0,27500.0,90,10
233,cc,yes,2022,55000,1,1,lost my job of 18 years,1,0,0,0,0,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-39117.33,low,5000.0,7500.0,90,10
234,dd,yes,2022,55000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,whole,0.0,2000.0,94084.0,-39084.0,low,5000.0,10000.0,90,10
235,e,yes,2022,55000,2,2,"tuition, medical expenses, unemployment",1,0,1,1,0,0,3,0,0,126033.67,mid,2000.0,whole,0.0,6000.0,132033.67,-77033.67,low,5000.0,15000.0,90,10
236,ii,yes,2022,60000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-32117.33,low,5000.0,7500.0,90,10
237,f,yes,2022,60000,2,2,mom is in doctoral program,0,0,0,1,0,0,1,0,0,126033.67,mid,2000.0,whole,0.0,2000.0,128033.67,-68033.67,low,5000.0,15000.0,90,10
238,g,yes,2022,60000,3,3,one income household,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,whole,0.0,0.0,167654.67,-107654.67,low,5000.0,22500.0,90,10
239,h,yes,2022,60000,4,2,still paying student loans,0,0,0,1,0,0,1,0,0,141376.33,mid,2000.0,whole,0.0,2000.0,143376.33,-83376.33,low,5000.0,20000.0,90,10
240,ll,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,10
241,mm,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,10
242,j,yes,2022,65000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-68771.67,low,5000.0,12500.0,90,10
243,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-61033.67,low,5000.0,15000.0,90,10
244,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,10
245,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,10
246,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,10
247,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-22117.33,low,5000.0,7500.0,90,10
248,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-63771.67,low,5000.0,12500.0,90,10
249,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,whole,0.0,2000.0,94084.0,-24084.0,low,5000.0,10000.0,90,10
250,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-31755.33,low,5000.0,12500.0,90,10
251,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,whole,7704.666666666671,9704.67,94117.33,-19117.33,low,5000.0,7500.0,90,10
252,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-58771.67,low,5000.0,12500.0,90,10
253,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-26755.33,low,5000.0,12500.0,90,10
254,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-12117.33,low,5000.0,7500.0,90,10
255,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,low,5000.0,12500.0,90,10
256,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,low,5000.0,12500.0,90,10
257,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,-12084.0,low,5000.0,10000.0,90,10
258,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,whole,0.0,0.0,159983.33,-79983.33,low,5000.0,20000.0,90,10
259,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,whole,0.0,2000.0,101755.33,-21755.33,low,5000.0,12500.0,90,10
260,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-7117.33,low,5000.0,7500.0,90,10
261,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,mid,2000.0,whole,0.0,2000.0,94084.0,-9084.0,low,5000.0,10000.0,90,10
262,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-41033.67,low,5000.0,15000.0,90,10
263,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,mid,2000.0,whole,0.0,4000.0,163983.33,-78983.33,low,5000.0,20000.0,90,10
264,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,mid,2000.0,whole,0.0,2000.0,151047.67,-66047.67,low,5000.0,22500.0,90,10
265,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,mid,2000.0,whole,7704.666666666671,11704.67,96117.33,-6117.33,low,5000.0,7500.0,90,10
266,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,-2117.33,low,5000.0,7500.0,90,10
267,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,mid,2000.0,whole,23114.00000000001,23114.0,175426.0,-85426.0,low,5000.0,17500.0,90,10
268,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,-2084.0,low,5000.0,10000.0,90,10
269,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-36033.67,low,5000.0,15000.0,90,10
270,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,whole,0.0,2000.0,161983.33,-71983.33,low,5000.0,20000.0,90,10
271,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,whole,0.0,0.0,99755.33,-9755.33,low,5000.0,12500.0,90,10
272,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,whole,0.0,0.0,141376.33,-51376.33,low,5000.0,20000.0,90,10
273,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,7882.67,low,5000.0,7500.0,70,10
274,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,whole,0.0,0.0,167654.67,-67654.67,low,5000.0,22500.0,90,10
275,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,10
276,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,mid,2000.0,whole,7704.666666666671,13704.67,98117.33,11882.67,low,5000.0,7500.0,50,10
277,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,10
278,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,whole,0.0,0.0,92084.0,17916.0,low,5000.0,10000.0,50,10
279,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,whole,0.0,0.0,126033.67,-16033.67,low,5000.0,15000.0,90,10
280,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,whole,0.0,0.0,133705.0,-23705.0,low,5000.0,17500.0,90,10
281,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,whole,15409.333333333341,15409.33,133771.67,-13771.67,low,5000.0,12500.0,90,10
282,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,whole,0.0,0.0,193933.0,-73933.0,low,5000.0,25000.0,90,10
283,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,mid,2000.0,whole,0.0,2000.0,195933.0,-75933.0,low,5000.0,25000.0,90,10
284,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,37882.67,low,5000.0,7500.0,0,10
285,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,mid,2000.0,whole,0.0,4000.0,130033.67,-33.67,low,5000.0,15000.0,90,10
286,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,whole,7704.666666666671,7704.67,92117.33,47882.67,low,5000.0,7500.0,0,10
